MTime;Miner;Message;BlockNr;Hash
10-24-12:43:55.970;miner8;🔨 mined potential block                 ;931;a317fb…4dc275
10-24-12:43:58.772;miner7;🔨 mined potential block                 ;932;6baf9b…3782fc
10-24-12:43:59.043;miner2;🔨 mined potential block                 ;933;12552b…196dbe
10-24-12:43:59.244;miner5;🔨 mined potential block                 ;934;dfa171…962e5a
10-24-12:44:00.031;miner8;🔨 mined potential block                 ;935;f7cd5c…7989be
10-24-12:44:00.467;miner5;🔨 mined potential block                 ;936;e9d412…bf4dbf
10-24-12:44:02.007;miner2;🔨 mined potential block                 ;936;2710a5…655ae8
10-24-12:44:02.234;miner7;🔨 mined potential block                 ;936;cdfb8a…a615e0
10-24-12:44:03.148;miner10;🔨 mined potential block                 ;937;9b2277…c7aa42
10-24-12:44:03.456;miner2;🔨 mined potential block                 ;938;527846…fa380f
10-24-12:44:03.812;miner2;🔨 mined potential block                 ;939;4fb2d1…c1467e
10-24-12:44:04.029;miner9;🔨 mined potential block                 ;939;4fc59c…2064cd
10-24-12:44:06.642;miner10;🔨 mined potential block                 ;940;7f408a…457e2e
10-24-12:44:07.523;miner3;🔨 mined potential block                 ;941;7c6411…652af3
10-24-12:44:09.748;miner6;🔨 mined potential block                 ;942;6597f9…9a93ef
10-24-12:44:10.228;miner10;🔨 mined potential block                 ;943;109387…e23959
10-24-12:44:11.224;miner3;🔨 mined potential block                 ;944;98e301…0075a8
10-24-12:44:11.525;miner8;🔨 mined potential block                 ;945;497a13…d8c546
10-24-12:44:11.853;miner9;🔨 mined potential block                 ;946;22e61c…ad317c
10-24-12:44:12.919;miner5;🔨 mined potential block                 ;946;7301a4…b2fd5d
10-24-12:44:13.247;miner1;🔨 mined potential block                 ;946;fda252…738c82
10-24-12:44:13.618;miner6;🔨 mined potential block                 ;946;ad005b…a23eca
10-24-12:44:14.804;miner10;🔨 mined potential block                 ;947;ac452e…9ae2b7
10-24-12:44:15.553;miner1;🔨 mined potential block                 ;948;f01741…9100a7
10-24-12:44:15.878;miner10;🔨 mined potential block                 ;949;f08750…3f6206
10-24-12:44:15.917;miner4;🔨 mined potential block                 ;949;2940c0…e5dc25
10-24-12:44:20.609;miner1;🔨 mined potential block                 ;950;70f494…3f6563
10-24-12:44:21.033;miner9;🔨 mined potential block                 ;951;934708…babcb6
10-24-12:44:22.060;miner1;🔨 mined potential block                 ;952;bebb7b…dabf87
10-24-12:44:22.510;miner1;🔨 mined potential block                 ;953;7ca149…803fdd
10-24-12:44:23.459;miner1;🔨 mined potential block                 ;954;2cb13b…f7960b
10-24-12:44:23.716;miner10;🔨 mined potential block                 ;955;9d8731…2c04c8
10-24-12:44:24.344;miner4;🔨 mined potential block                 ;955;714cc2…c8709a
10-24-12:44:25.805;miner8;🔨 mined potential block                 ;956;cb6ecf…606a64
10-24-12:44:26.517;miner10;🔨 mined potential block                 ;957;b3be61…df2569
10-24-12:44:27.556;miner6;🔨 mined potential block                 ;958;1d4f43…b4845c
10-24-12:44:28.509;miner5;🔨 mined potential block                 ;959;7f02ce…247a90
10-24-12:44:28.963;miner3;🔨 mined potential block                 ;960;2544c1…3fb146
10-24-12:44:30.831;miner6;🔨 mined potential block                 ;961;ab6673…9d9d4c
10-24-12:44:36.769;miner8;🔨 mined potential block                 ;962;4e0b36…49db55
10-24-12:44:39.120;miner7;🔨 mined potential block                 ;963;3d70bd…b9b2c3
10-24-12:44:40.428;miner4;🔨 mined potential block                 ;964;012cac…df0160
10-24-12:44:41.852;miner3;🔨 mined potential block                 ;965;f3e341…819357
10-24-12:44:43.545;miner2;🔨 mined potential block                 ;966;eb28ca…f26dab
10-24-12:44:43.809;miner10;🔨 mined potential block                 ;967;3d11ad…ef341b
10-24-12:44:44.545;miner5;🔨 mined potential block                 ;968;13ad24…610b08
10-24-12:44:46.859;miner8;🔨 mined potential block                 ;969;116584…d3fa12
10-24-12:44:47.635;miner1;🔨 mined potential block                 ;970;19e47a…074cfc
10-24-12:44:47.645;miner10;🔨 mined potential block                 ;970;fb7ae6…1b64db
10-24-12:44:47.869;miner4;🔨 mined potential block                 ;971;bd924c…ca5bcf
10-24-12:44:48.751;miner8;🔨 mined potential block                 ;972;b4229c…05cf87
10-24-12:44:49.120;miner8;🔨 mined potential block                 ;973;08015a…31206d
10-24-12:44:50.751;miner4;🔨 mined potential block                 ;974;30f6cb…41ec60
10-24-12:44:50.936;miner4;🔨 mined potential block                 ;975;2dbd95…65fc3d
10-24-12:44:52.152;miner8;🔨 mined potential block                 ;976;d4e61b…1761ed
10-24-12:44:53.472;miner10;🔨 mined potential block                 ;977;57805e…2f89f0
10-24-12:44:54.564;miner6;🔨 mined potential block                 ;978;e80386…635c42
10-24-12:44:56.834;miner1;🔨 mined potential block                 ;979;48e831…052758
10-24-12:44:58.347;miner9;🔨 mined potential block                 ;980;f7bc8d…dc5344
10-24-12:44:59.568;miner6;🔨 mined potential block                 ;981;23e1a7…49a89f
10-24-12:45:00.373;miner6;🔨 mined potential block                 ;982;14d8a9…56c137
10-24-12:45:00.719;miner3;🔨 mined potential block                 ;983;af9d29…bedfc6
10-24-12:45:01.515;miner8;🔨 mined potential block                 ;984;128c8e…ec7ea9
10-24-12:45:01.919;miner8;🔨 mined potential block                 ;985;876964…35cdc8
10-24-12:45:02.047;miner10;🔨 mined potential block                 ;985;a68bec…eafecd
10-24-12:45:02.218;miner5;🔨 mined potential block                 ;985;d33d44…0157d3
10-24-12:45:04.849;miner6;🔨 mined potential block                 ;986;d82cde…0cf1aa
10-24-12:45:07.857;miner6;🔨 mined potential block                 ;987;8a9eeb…b92882
10-24-12:45:08.860;miner10;🔨 mined potential block                 ;988;a9f69d…dd5d4a
10-24-12:45:11.065;miner3;🔨 mined potential block                 ;989;2a3dcd…098cd3
10-24-12:45:11.255;miner9;🔨 mined potential block                 ;990;190969…38af34
10-24-12:45:11.917;miner10;🔨 mined potential block                 ;991;52ef94…675091
10-24-12:45:12.955;miner1;🔨 mined potential block                 ;991;221b48…a995af
10-24-12:45:12.972;miner8;🔨 mined potential block                 ;991;347e07…755e3a
10-24-12:45:13.449;miner2;🔨 mined potential block                 ;991;c0037c…c75a8c
10-24-12:45:13.938;miner3;🔨 mined potential block                 ;992;f5e451…8868ae
10-24-12:45:14.346;miner6;🔨 mined potential block                 ;993;da4855…61c2c2
10-24-12:45:15.138;miner7;🔨 mined potential block                 ;994;96fc03…39f818
10-24-12:45:18.621;miner8;🔨 mined potential block                 ;995;ebd2ed…e279ce
10-24-12:45:20.273;miner8;🔨 mined potential block                 ;996;67d900…2e65d6
10-24-12:45:20.537;miner8;🔨 mined potential block                 ;997;01a336…c9301a
10-24-12:45:22.245;miner10;🔨 mined potential block                 ;998;0a81e7…d98b79
10-24-12:45:23.208;miner6;🔨 mined potential block                 ;999;3e71dd…756303
10-24-12:45:23.729;miner10;🔨 mined potential block                 ;1000;5c29a5…227638
10-24-12:45:24.377;miner4;🔨 mined potential block                 ;1001;59a20f…30006f
10-24-12:45:25.440;miner10;🔨 mined potential block                 ;1002;61fb0d…874b03
10-24-12:45:25.755;miner1;🔨 mined potential block                 ;1003;506959…446202
10-24-12:45:26.467;miner10;🔨 mined potential block                 ;1003;d90e76…380636
10-24-12:45:28.054;miner1;🔨 mined potential block                 ;1004;de1012…ec46cb
10-24-12:45:28.083;miner8;🔨 mined potential block                 ;1004;4af3d7…d2e947
10-24-12:45:28.920;miner10;🔨 mined potential block                 ;1005;66d198…230a83
10-24-12:45:29.139;miner9;🔨 mined potential block                 ;1006;66b145…930879
10-24-12:45:31.307;miner9;🔨 mined potential block                 ;1007;8515ca…8c6a53
10-24-12:45:33.935;miner2;🔨 mined potential block                 ;1008;069294…f1718f
10-24-12:45:35.520;miner6;🔨 mined potential block                 ;1009;c09881…63d38f
10-24-12:45:37.827;miner3;🔨 mined potential block                 ;1010;988c31…835508
10-24-12:45:38.313;miner4;🔨 mined potential block                 ;1011;fc3392…961767
10-24-12:45:39.167;miner10;🔨 mined potential block                 ;1012;9a4456…717d5d
10-24-12:45:40.460;miner3;🔨 mined potential block                 ;1013;7437a0…ae5139
10-24-12:45:42.241;miner3;🔨 mined potential block                 ;1014;fd71a0…a58fef
10-24-12:45:42.446;miner10;🔨 mined potential block                 ;1015;fadc70…d9900f
10-24-12:45:45.021;miner3;🔨 mined potential block                 ;1016;e2477b…06e052
10-24-12:45:45.413;miner7;🔨 mined potential block                 ;1017;124777…0d85e7
10-24-12:45:45.822;miner2;🔨 mined potential block                 ;1018;8d0205…827ca3
10-24-12:45:47.310;miner6;🔨 mined potential block                 ;1018;ed70a8…1f1711
10-24-12:45:47.528;miner10;🔨 mined potential block                 ;1018;b0992a…027855
10-24-12:45:47.656;miner8;🔨 mined potential block                 ;1018;9632d2…d269dd
10-24-12:45:48.638;miner7;🔨 mined potential block                 ;1019;b01eec…14980b
10-24-12:45:48.860;miner8;🔨 mined potential block                 ;1020;e92343…23ac4d
10-24-12:45:49.131;miner10;🔨 mined potential block                 ;1021;237a6b…502879
10-24-12:45:49.734;miner4;🔨 mined potential block                 ;1022;083bbd…962178
10-24-12:45:51.049;miner10;🔨 mined potential block                 ;1022;c75c88…548b7b
10-24-12:45:51.152;miner5;🔨 mined potential block                 ;1022;743ac4…653ada
10-24-12:45:52.454;miner3;🔨 mined potential block                 ;1023;9b87ce…363225
10-24-12:45:53.921;miner7;🔨 mined potential block                 ;1024;c99a19…48f523
10-24-12:45:54.136;miner1;🔨 mined potential block                 ;1025;16b6a7…41083f
10-24-12:45:54.433;miner10;🔨 mined potential block                 ;1026;dd28cf…b2733c
10-24-12:45:57.113;miner8;🔨 mined potential block                 ;1027;d21b0d…00216a
10-24-12:45:59.018;miner1;🔨 mined potential block                 ;1028;6bbfc3…12f28f
10-24-12:45:59.609;miner10;🔨 mined potential block                 ;1029;53a421…8e19dd
10-24-12:45:59.707;miner9;🔨 mined potential block                 ;1030;cab50c…ca679b
10-24-12:46:00.705;miner4;🔨 mined potential block                 ;1030;9e6e25…05d45f
10-24-12:46:00.752;miner3;🔨 mined potential block                 ;1030;c8fef3…d314e4
10-24-12:46:01.641;miner7;🔨 mined potential block                 ;1030;5cd856…086b9e
10-24-12:46:02.371;miner8;🔨 mined potential block                 ;1031;45ade9…3cc10b
10-24-12:46:03.948;miner5;🔨 mined potential block                 ;1032;f336a3…8a8c5e
10-24-12:46:04.941;miner6;🔨 mined potential block                 ;1033;55949e…bbf563
10-24-12:46:05.244;miner7;🔨 mined potential block                 ;1034;918c34…fb431d
10-24-12:46:05.386;miner5;🔨 mined potential block                 ;1035;466dfa…1d42fd
10-24-12:46:06.536;miner6;🔨 mined potential block                 ;1035;80b536…28e56a
10-24-12:46:07.508;miner6;🔨 mined potential block                 ;1036;8f46af…43b99f
10-24-12:46:10.508;miner7;🔨 mined potential block                 ;1037;9b6fda…b2ecb8
10-24-12:46:10.640;miner6;🔨 mined potential block                 ;1038;cc0365…d11bd0
10-24-12:46:11.065;miner6;🔨 mined potential block                 ;1039;d0f662…4bcfcf
10-24-12:46:13.046;miner8;🔨 mined potential block                 ;1040;41e6a0…7a2ea3
10-24-12:46:14.838;miner9;🔨 mined potential block                 ;1041;5438ff…317d08
10-24-12:46:15.820;miner4;🔨 mined potential block                 ;1042;2289de…7923c8
10-24-12:46:16.855;miner10;🔨 mined potential block                 ;1043;22ecfb…b36e3f
10-24-12:46:19.157;miner10;🔨 mined potential block                 ;1044;444f3c…b8e0e1
10-24-12:46:22.147;miner1;🔨 mined potential block                 ;1045;64a262…4e564a
10-24-12:46:22.240;miner1;🔨 mined potential block                 ;1046;4b2d8f…471a02
10-24-12:46:22.527;miner7;🔨 mined potential block                 ;1047;db6a76…8ab005
10-24-12:46:23.120;miner4;🔨 mined potential block                 ;1047;47541f…5b9ded
10-24-12:46:28.010;miner4;🔨 mined potential block                 ;1048;0fb283…02b413
10-24-12:46:29.760;miner9;🔨 mined potential block                 ;1049;72c925…e4044d
10-24-12:46:29.918;miner8;🔨 mined potential block                 ;1050;89b318…2c72a0
10-24-12:46:30.146;miner2;🔨 mined potential block                 ;1051;6abba4…83f684
10-24-12:46:31.160;miner7;🔨 mined potential block                 ;1052;2c5e83…f28647
10-24-12:46:34.305;miner7;🔨 mined potential block                 ;1053;516d70…c11d47
10-24-12:46:34.770;miner4;🔨 mined potential block                 ;1053;b031cb…4d76bd
10-24-12:46:35.127;miner9;🔨 mined potential block                 ;1054;110bc6…79c7b8
10-24-12:46:35.630;miner5;🔨 mined potential block                 ;1055;f3fc2d…a443e5
10-24-12:46:35.663;miner1;🔨 mined potential block                 ;1055;8e8bee…075c20
10-24-12:46:36.246;miner3;🔨 mined potential block                 ;1056;36e931…9bd1e0
10-24-12:46:38.206;miner10;🔨 mined potential block                 ;1057;47dc15…74d0c5
10-24-12:46:42.516;miner4;🔨 mined potential block                 ;1058;04ce65…4e5cd1
10-24-12:46:44.806;miner1;🔨 mined potential block                 ;1059;86eede…37f4ae
10-24-12:46:46.019;miner3;🔨 mined potential block                 ;1060;e987ac…582803
10-24-12:46:46.308;miner10;🔨 mined potential block                 ;1061;520043…de2228
10-24-12:46:46.455;miner3;🔨 mined potential block                 ;1062;16ba9c…03d9ee
10-24-12:46:48.309;miner6;🔨 mined potential block                 ;1062;8dbf06…0435be
10-24-12:46:49.861;miner8;🔨 mined potential block                 ;1063;86bdd4…f97690
10-24-12:46:50.838;miner8;🔨 mined potential block                 ;1064;604828…2c9a05
10-24-12:46:54.117;miner7;🔨 mined potential block                 ;1065;d1cd91…0c1ab6
10-24-12:46:56.516;miner2;🔨 mined potential block                 ;1066;d9eecd…d6e008
10-24-12:46:57.618;miner10;🔨 mined potential block                 ;1067;5492ab…655126
10-24-12:46:59.355;miner4;🔨 mined potential block                 ;1068;4cacaa…9940f3
10-24-12:46:59.748;miner9;🔨 mined potential block                 ;1069;fa7709…ef176f
10-24-12:47:00.529;miner2;🔨 mined potential block                 ;1070;035ed9…ee9482
10-24-12:47:00.975;miner3;🔨 mined potential block                 ;1071;82718e…97ca36
10-24-12:47:01.953;miner5;🔨 mined potential block                 ;1072;f0a5af…c9e38a
10-24-12:47:03.243;miner1;🔨 mined potential block                 ;1073;6e10e2…49a6bf
10-24-12:47:03.609;miner10;🔨 mined potential block                 ;1074;722b76…478cab
10-24-12:47:04.436;miner6;🔨 mined potential block                 ;1074;d4bdfe…42f73e
10-24-12:47:06.255;miner8;🔨 mined potential block                 ;1075;82c1b3…9c0005
10-24-12:47:06.531;miner7;🔨 mined potential block                 ;1076;befb8f…ae626f
10-24-12:47:06.618;miner10;🔨 mined potential block                 ;1077;630304…6039b9
10-24-12:47:07.452;miner8;🔨 mined potential block                 ;1077;81cfea…dd9aa8
10-24-12:47:07.737;miner5;🔨 mined potential block                 ;1078;dbefcb…2cc95c
10-24-12:47:07.911;miner3;🔨 mined potential block                 ;1077;a10f9d…97257d
10-24-12:47:08.204;miner6;🔨 mined potential block                 ;1077;814508…512a23
10-24-12:47:08.519;miner9;🔨 mined potential block                 ;1077;061706…9a223d
10-24-12:47:10.265;miner6;🔨 mined potential block                 ;1079;c9de8d…1c23b1
10-24-12:47:10.462;miner7;🔨 mined potential block                 ;1080;23d606…ff0f04
10-24-12:47:13.029;miner5;🔨 mined potential block                 ;1081;0dd1be…3deae6
10-24-12:47:13.964;miner6;🔨 mined potential block                 ;1082;6bfc4e…c30e32
10-24-12:47:14.509;miner2;🔨 mined potential block                 ;1083;2c35b0…344567
10-24-12:47:17.373;miner6;🔨 mined potential block                 ;1084;7f689e…94184b
10-24-12:47:18.417;miner8;🔨 mined potential block                 ;1085;b5b66a…ab4353
10-24-12:47:19.071;miner5;🔨 mined potential block                 ;1086;cea597…99351a
10-24-12:47:19.374;miner9;🔨 mined potential block                 ;1087;19a36b…316357
10-24-12:47:19.510;miner1;🔨 mined potential block                 ;1088;fdaa52…10c0a6
10-24-12:47:19.806;miner9;🔨 mined potential block                 ;1088;8608d7…d1f50b
10-24-12:47:20.427;miner5;🔨 mined potential block                 ;1088;11d55d…3c2c5f
10-24-12:47:21.634;miner8;🔨 mined potential block                 ;1089;9fbff7…b2d9dc
10-24-12:47:23.138;miner7;🔨 mined potential block                 ;1090;34f3c9…a6edf9
10-24-12:47:24.644;miner2;🔨 mined potential block                 ;1091;10890f…572280
10-24-12:47:25.284;miner1;🔨 mined potential block                 ;1092;9edd03…afdde6
10-24-12:47:25.422;miner5;🔨 mined potential block                 ;1093;d73970…5ebe08
10-24-12:47:26.324;miner9;🔨 mined potential block                 ;1094;39c069…a065ec
10-24-12:47:28.414;miner2;🔨 mined potential block                 ;1095;c5fa2b…b545c1
10-24-12:47:30.145;miner7;🔨 mined potential block                 ;1096;5f9ab3…e83324
10-24-12:47:30.539;miner3;🔨 mined potential block                 ;1097;70df34…ff6575
10-24-12:47:31.258;miner1;🔨 mined potential block                 ;1098;604f1c…315511
10-24-12:47:33.962;miner6;🔨 mined potential block                 ;1099;c966b8…c146a5
10-24-12:47:35.154;miner2;🔨 mined potential block                 ;1100;fbf2d3…6a3a2b
10-24-12:47:35.633;miner10;🔨 mined potential block                 ;1101;179fc3…e6362e
10-24-12:47:36.975;miner4;🔨 mined potential block                 ;1102;cc65e8…77bf9c
10-24-12:47:37.108;miner7;🔨 mined potential block                 ;1103;177b3c…8bf559
10-24-12:47:37.717;miner10;🔨 mined potential block                 ;1104;6ebb4a…6c1b50
10-24-12:47:39.107;miner5;🔨 mined potential block                 ;1104;1aa402…faf025
10-24-12:47:39.108;miner4;🔨 mined potential block                 ;1104;5f0cae…bd141a
10-24-12:47:39.859;miner1;🔨 mined potential block                 ;1105;f51a23…9697cd
10-24-12:47:42.122;miner8;🔨 mined potential block                 ;1106;078b34…881919
10-24-12:47:42.261;miner3;🔨 mined potential block                 ;1107;d838e4…04a720
10-24-12:47:43.014;miner3;🔨 mined potential block                 ;1108;cd054a…2b9e6b
10-24-12:47:43.334;miner3;🔨 mined potential block                 ;1109;155866…1baea3
10-24-12:47:44.621;miner6;🔨 mined potential block                 ;1109;b771a9…e5f2d5
10-24-12:47:45.360;miner9;🔨 mined potential block                 ;1110;724676…097cdc
10-24-12:47:47.846;miner6;🔨 mined potential block                 ;1111;354bf0…c99c96
10-24-12:47:52.071;miner7;🔨 mined potential block                 ;1112;b020d0…2bb48e
10-24-12:47:54.148;miner7;🔨 mined potential block                 ;1113;06b5c3…98c8cf
10-24-12:47:54.625;miner9;🔨 mined potential block                 ;1114;a41dd2…d9a7c5
10-24-12:47:56.910;miner3;🔨 mined potential block                 ;1115;98526f…44a495
10-24-12:47:57.645;miner7;🔨 mined potential block                 ;1116;f691ab…87e321
10-24-12:47:58.256;miner9;🔨 mined potential block                 ;1117;807164…b3f2b1
10-24-12:47:59.657;miner3;🔨 mined potential block                 ;1118;0e3235…3a3b7d
10-24-12:47:59.930;miner5;🔨 mined potential block                 ;1119;a41c2f…d740e9
10-24-12:48:01.370;miner1;🔨 mined potential block                 ;1120;26438e…e54678
10-24-12:48:02.051;miner1;🔨 mined potential block                 ;1121;88358c…eed2ce
10-24-12:48:03.004;miner9;🔨 mined potential block                 ;1122;756e06…e20dbd
10-24-12:48:06.307;miner4;🔨 mined potential block                 ;1123;d20201…077c7f
10-24-12:48:06.814;miner8;🔨 mined potential block                 ;1124;227c5a…75b0fb
10-24-12:48:07.207;miner2;🔨 mined potential block                 ;1125;9f661a…64c038
10-24-12:48:07.634;miner2;🔨 mined potential block                 ;1126;dd26be…ab0d96
10-24-12:48:07.722;miner9;🔨 mined potential block                 ;1126;f42626…0c8b7b
10-24-12:48:08.331;miner4;🔨 mined potential block                 ;1126;f5877e…8f592d
10-24-12:48:09.215;miner6;🔨 mined potential block                 ;1126;dc9a0c…299c20
10-24-12:48:10.138;miner4;🔨 mined potential block                 ;1127;1a881e…b6b503
10-24-12:48:13.026;miner4;🔨 mined potential block                 ;1128;ed8a48…26eda9
10-24-12:48:14.551;miner6;🔨 mined potential block                 ;1129;ab85e9…a2712d
10-24-12:48:14.704;miner2;🔨 mined potential block                 ;1130;7adc2a…2373ff
10-24-12:48:17.409;miner2;🔨 mined potential block                 ;1131;3be69c…e2bf98
10-24-12:48:17.653;miner7;🔨 mined potential block                 ;1132;4a9c10…e8a244
10-24-12:48:17.729;miner3;🔨 mined potential block                 ;1133;b246f4…306d1d
10-24-12:48:19.448;miner6;🔨 mined potential block                 ;1133;2710b2…1352d1
10-24-12:48:19.455;miner7;🔨 mined potential block                 ;1133;4ee8c1…8bb06f
10-24-12:48:25.517;miner7;🔨 mined potential block                 ;1134;326bb7…08784f
10-24-12:48:26.907;miner3;🔨 mined potential block                 ;1135;962a0e…76711c
10-24-12:48:28.849;miner9;🔨 mined potential block                 ;1136;03866b…71d0dc
10-24-12:48:29.815;miner7;🔨 mined potential block                 ;1137;0b114b…4a08c8
10-24-12:48:30.650;miner10;🔨 mined potential block                 ;1138;152030…8067d4
10-24-12:48:31.054;miner5;🔨 mined potential block                 ;1139;67b979…a41222
10-24-12:48:32.539;miner2;🔨 mined potential block                 ;1140;51da6a…d53972
10-24-12:48:32.931;miner9;🔨 mined potential block                 ;1141;1276ea…f260d3
10-24-12:48:33.541;miner9;🔨 mined potential block                 ;1142;6f7544…5d702e
10-24-12:48:35.237;miner10;🔨 mined potential block                 ;1143;dab370…676a29
10-24-12:48:35.756;miner1;🔨 mined potential block                 ;1144;c8439c…829671
10-24-12:48:36.455;miner2;🔨 mined potential block                 ;1145;c5f4cf…bb4079
10-24-12:48:38.038;miner6;🔨 mined potential block                 ;1146;40e0e5…b67ab6
10-24-12:48:39.044;miner10;🔨 mined potential block                 ;1147;15b636…f6aaf6
10-24-12:48:40.460;miner2;🔨 mined potential block                 ;1148;9f28a5…bd503c
10-24-12:48:40.642;miner9;🔨 mined potential block                 ;1149;ba01cf…5af9f0
10-24-12:48:41.869;miner8;🔨 mined potential block                 ;1150;7d6231…6b6309
10-24-12:48:43.638;miner5;🔨 mined potential block                 ;1151;219155…9a8aa6
10-24-12:48:44.531;miner5;🔨 mined potential block                 ;1152;5c4235…abc8bd
10-24-12:48:45.541;miner4;🔨 mined potential block                 ;1153;01ea64…2bc8e5
10-24-12:48:46.137;miner3;🔨 mined potential block                 ;1154;be8a62…769bef
10-24-12:48:47.422;miner10;🔨 mined potential block                 ;1155;8427d6…0c846a
10-24-12:48:47.472;miner6;🔨 mined potential block                 ;1155;d2c2ee…fe43a4
10-24-12:48:48.463;miner2;🔨 mined potential block                 ;1156;d57f73…cca0f8
10-24-12:48:52.523;miner6;🔨 mined potential block                 ;1157;9561e0…e35ebd
10-24-12:48:53.036;miner3;🔨 mined potential block                 ;1158;4b776b…82524d
10-24-12:48:53.624;miner9;🔨 mined potential block                 ;1159;ffa156…b5bda2
10-24-12:48:54.657;miner4;🔨 mined potential block                 ;1160;2c79af…1b8a15
10-24-12:48:56.449;miner3;🔨 mined potential block                 ;1161;5b41c8…069b42
10-24-12:48:59.259;miner1;🔨 mined potential block                 ;1162;b21c44…9ad206
10-24-12:49:02.020;miner4;🔨 mined potential block                 ;1163;612625…454f64
10-24-12:49:04.536;miner1;🔨 mined potential block                 ;1164;1bf27e…0b5547
10-24-12:49:05.532;miner6;🔨 mined potential block                 ;1165;dd4905…1e8885
10-24-12:49:07.443;miner1;🔨 mined potential block                 ;1166;b58e33…876a37
10-24-12:49:08.805;miner9;🔨 mined potential block                 ;1167;b0899d…3847f3
10-24-12:49:09.163;miner8;🔨 mined potential block                 ;1168;e5c812…720e48
10-24-12:49:09.512;miner10;🔨 mined potential block                 ;1169;e7fe9c…72936a
10-24-12:49:12.064;miner10;🔨 mined potential block                 ;1170;dde6a6…8de06b
10-24-12:49:13.343;miner4;🔨 mined potential block                 ;1171;99c48e…4e47af
10-24-12:49:13.562;miner10;🔨 mined potential block                 ;1172;09cf21…cc5312
10-24-12:49:14.815;miner10;🔨 mined potential block                 ;1173;0e1621…d60e6d
10-24-12:49:17.176;miner8;🔨 mined potential block                 ;1174;ea1351…2f7653
10-24-12:49:17.977;miner1;🔨 mined potential block                 ;1175;f6fe32…21bed4
10-24-12:49:19.320;miner9;🔨 mined potential block                 ;1176;f15127…5b6c39
10-24-12:49:20.454;miner3;🔨 mined potential block                 ;1177;09921d…07dac2
10-24-12:49:21.580;miner6;🔨 mined potential block                 ;1178;095da4…56c1c6
10-24-12:49:26.434;miner1;🔨 mined potential block                 ;1179;774c2f…953d21
10-24-12:49:26.873;miner6;🔨 mined potential block                 ;1180;b190ce…608c19
10-24-12:49:27.150;miner7;🔨 mined potential block                 ;1181;0e33db…7c165d
10-24-12:49:27.245;miner2;🔨 mined potential block                 ;1182;177160…60866f
10-24-12:49:27.435;miner1;🔨 mined potential block                 ;1182;86f5c2…ca33c2
10-24-12:49:28.621;miner7;🔨 mined potential block                 ;1182;e099a6…34f61b
10-24-12:49:29.521;miner10;🔨 mined potential block                 ;1183;d3dda5…76aa42
10-24-12:49:32.228;miner8;🔨 mined potential block                 ;1184;107861…9530ea
10-24-12:49:33.312;miner6;🔨 mined potential block                 ;1185;793355…8fbcb3
10-24-12:49:33.450;miner5;🔨 mined potential block                 ;1186;295bd1…72d378
10-24-12:49:34.163;miner7;🔨 mined potential block                 ;1187;907c7b…bd4b1b
10-24-12:49:34.443;miner4;🔨 mined potential block                 ;1188;f605a2…4b8580
10-24-12:49:35.243;miner5;🔨 mined potential block                 ;1188;32b23d…0de1f6
10-24-12:49:35.642;miner1;🔨 mined potential block                 ;1188;bccf56…80651d
10-24-12:49:37.111;miner6;🔨 mined potential block                 ;1189;bfd61f…e6a45a
10-24-12:49:37.650;miner8;🔨 mined potential block                 ;1190;7de0e3…763e1a
10-24-12:49:38.059;miner4;🔨 mined potential block                 ;1191;351d6f…e9234f
10-24-12:49:38.629;miner6;🔨 mined potential block                 ;1192;33f3d2…2ba113
10-24-12:49:39.764;miner10;🔨 mined potential block                 ;1193;cc1c52…65596b
10-24-12:49:42.067;miner10;🔨 mined potential block                 ;1194;680207…bc811c
10-24-12:49:42.655;miner10;🔨 mined potential block                 ;1195;f703b4…92bfa0
10-24-12:49:43.045;miner5;🔨 mined potential block                 ;1196;adfd51…2f0d6a
10-24-12:49:43.059;miner10;🔨 mined potential block                 ;1196;11c537…2cc887
10-24-12:49:45.422;miner2;🔨 mined potential block                 ;1197;bb8331…5c5fc8
10-24-12:49:45.642;miner6;🔨 mined potential block                 ;1198;de23c3…3449ac
10-24-12:49:46.909;miner2;🔨 mined potential block                 ;1199;d325d3…efd814
10-24-12:49:48.737;miner9;🔨 mined potential block                 ;1200;0e6c4e…08c150
10-24-12:49:50.523;miner3;🔨 mined potential block                 ;1201;fde4b7…481246
10-24-12:49:52.780;miner7;🔨 mined potential block                 ;1202;d05311…ed49fa
10-24-12:49:54.240;miner8;🔨 mined potential block                 ;1203;9b3350…24177a
10-24-12:49:55.625;miner7;🔨 mined potential block                 ;1204;7d4fcb…f49928
10-24-12:49:56.359;miner2;🔨 mined potential block                 ;1205;bd7461…31c3cc
10-24-12:49:56.459;miner2;🔨 mined potential block                 ;1206;90b921…401743
10-24-12:49:56.809;miner7;🔨 mined potential block                 ;1207;c95c54…bacf01
10-24-12:49:57.941;miner3;🔨 mined potential block                 ;1207;c52dc2…9f0b7c
10-24-12:49:58.336;miner5;🔨 mined potential block                 ;1207;22af21…73cace
10-24-12:50:00.626;miner4;🔨 mined potential block                 ;1208;badb50…686e2f
10-24-12:50:02.628;miner7;🔨 mined potential block                 ;1209;7495f0…a0ed1d
10-24-12:50:04.072;miner10;🔨 mined potential block                 ;1210;a43edb…d7ebb1
10-24-12:50:04.466;miner5;🔨 mined potential block                 ;1211;488ce7…51282d
